Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas1958        Pavarde1958            2     2     4     6     7    10     2    10     7     2     8     1     5     7     2             10
Vardas1959        Pavarde1959            7     5     4     9     1     1     6     9     1     5     9     1     8    10     4             10
Vardas1960        Pavarde1960            6     1     3     4     3     4     2     4     8     2     8    10     2     7     4              5
Vardas1961        Pavarde1961            1     9     6     8     4     9     8     9     3     5    10     7     7     5     9              2
Vardas1962        Pavarde1962            2     2     1     1     7     1    10     6     9     5     9     4     1     8     6              4
Vardas1963        Pavarde1963            6     7     3     9    10     4     4    10    10     9     4     6    10     5     7              7
Vardas1964        Pavarde1964            6     5     9     7     4     7     6     3     5     9     3     8     7     2     3              6
Vardas1965        Pavarde1965            1     3     1     5     2     4     4     7     6     3     4     3     1     8     2             10
Vardas1966        Pavarde1966            7     7     9     7     2    10     6     5     3     6     4     2     9     2     6              3
Vardas1967        Pavarde1967           10    10     4     3     7     9     6     1     1     5     7     1    10     1    10              2
Vardas1968        Pavarde1968            5     3     3     7     4     6     1     7     1     5     2     7     1     1     6              2
Vardas1969        Pavarde1969            1    10    10     8     7     5     7     8     6     2     8     1     9     7     2              2
Vardas1970        Pavarde1970           10     9     4    10     1     8     6     2     3     6     3     2     3     1     1              9
Vardas1971        Pavarde1971            5     5     8     9    10     9     8     3     6     2     1     9    10     6     8              7
Vardas1972        Pavarde1972            6     6     8     3     1     8     5     5     6     8     4     5     9     8     9              1
Vardas1973        Pavarde1973            1    10    10     4     9     3     9    10     8     1     4     8     9    10     2              1
Vardas1974        Pavarde1974            2     4     3     5     7     9     2     1     7     4     6     3     3     8     6              8
Vardas1975        Pavarde1975            7     3     8    10     6     1     6     8    10     7     9     5     6     6     7              1
Vardas1976        Pavarde1976            9     3     6     9     3     5     3     7     8     8     5     4     5     7     8              9
